0.9935424,1.0001125,0.98500514,1.0748651,1.049401,0.9699835,0.99273026,0.97782063,0.9789073,0.97709924
1.0540612,0.98072106,1.0198746,1.0615295,1.0307653,0.98094475,0.99086523,0.9952215,1.0040156,1.0271145
1.1197336,0.97020525,1.0175842,1.0500827,1.0141357,1.0008227,0.9782619,0.98754555,0.9846841,1.011409
0.9978477,1.0114806,1.0357494,1.0307529,0.9816892,0.9637932,0.97155976,0.99368656,1.0029012,1.0084639
1.0186243,1.0053413,1.0271082,1.0680457,1.0010217,1.0164856,0.9758338,0.9915959,1.0004052,1.0090051
0.9964426,1.0003897,1.0236516,1.1006418,1.0313864,1.0189167,0.9920429,1.0003319,0.9946009,1.0043726
0.9882948,1.014597,0.9863285,1.065418,1.069155,0.99227065,1.009289,1.0156479,1.0049071,1.017561
1.0692183,1.0023252,1.0346715,1.0702449,1.0501001,0.97807467,0.9898097,0.9682603,0.9885879,0.9966062
1.0475303,1.0260649,1.005293,1.0031389,1.0422335,0.9652355,0.9626124,0.95829463,0.98908484,1.0126277
0.99121803,1.0102096,1.0521857,1.0055069,0.9943808,1.0160879,1.019491,1.0425261,1.0348535,1.042642
0.89256895,0.917378,0.96509176,1.0492607,0.93363595,1.0055345,1.0616987,1.1067327,1.1063633,1.0336057
0.9087966,0.9262322,0.93736,1.0388042,1.0536181,0.9685918,0.9305655,0.9703395,0.9701876,0.9649329
0.9418283,1.0316483,0.9852633,1.059508,1.0256796,0.97274494,1.0013756,1.0111165,0.9848791,0.98457384
0.9814822,1.0393009,1.0047315,1.0711011,1.0287304,1.0011193,1.0084729,0.9978545,0.9876789,0.9941262
0.9793478,1.0278491,0.9940528,1.0535784,0.992138,1.0163444,1.1087738,1.0421044,0.9984743,0.9912319
0.87837905,1.0181805,0.955625,1.0456408,0.9806849,1.0389591,1.1555965,1.0761175,1.0231186,1.0258424
0.92299616,1.0174215,0.9394467,1.027752,0.99933344,0.96440345,0.9740095,0.98458844,0.98646486,1.0058706
0.96970874,1.0318513,0.98339033,1.0306317,0.99301857,0.9877525,0.96979064,0.9730019,0.9743159,0.98915184
1.049128,1.0103939,0.9596863,1.0180938,0.9744633,1.0159489,0.9728079,0.9594872,0.9453425,0.9909702
0.97331375,1.0052488,0.9661424,1.0046192,1.0125629,1.024869,0.98853445,0.99644065,1.0358206,1.0389973
0.977812,1.0030544,0.99034137,1.0087167,1.0189769,1.0270493,1.0426904,1.0497364,1.0606971,1.0408796
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
